found_helpfuls,names,product_link,product_name,ratings,review_contents,titles,user_links
0,Joan Sutton,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>What is splendid?  Churchill.  What is vile?  Perhaps Goering most of all, with the exception of Hitler himself of course.  And what is most splendid?  The magnificent courage and optimism of the British, inspired by Churchill.  It's a thrill to hear of these times in surreal detail - tiny little details increase the verisimilitude, almost as if the reader is actually present at the events being described.  This is due to the points of view of such people as Mary Churchill, whose diary is often quoted.  No detail is unimportant.  Splendidly researched, splendidly written - this is a wonderful treat for us now so we too can be inspired by optimism and courage in another era fraught with a different kind of danger.</span>",The splendidly brave Winston Churchill,/gp/profile/amzn1.account.AHYNBEQ45DIZAXH5QJFSTGZE6AYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,jpk,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Read what the great Andrew Roberts, Churchill's finest biographer, said about the book in Air Mail!<br><br>Blood, Toil, Tears, and Churchill<br>BY ANDREW ROBERTS<br>READING TIME: 5 MINUTES<br><br>The popular historian Erik Larson has done it again. The hugely best-selling author of Dead Wake: The Last Crossing of the Lusitania; In the Garden of Beasts: Love, Terror, and an American Family in Hitler’s Berlin; and Isaac’s Storm: A Man, a Time, and the Deadliest Hurricane in History has once more captured an iconic historical moment and brought it vividly to life in near-novelistic prose, yet without inventing a single thing. Dry-as-dust historians, often in the Academy, have a great deal to learn from writers such as Larson, who are introducing the public to the splendor and terror of the past in vast numbers without compromising one iota on fact.<br>The Splendid and the Vile is the story of the London Blitz, starting from the moment that Winston Churchill became prime minister on May 10, 1940, until the Luftwaffe raid that destroyed the parts of the House of Commons exactly one year later, coincidentally on the same night that Rudolf Hess flew to Scotland.<br><br>A Year in the Life<br><br>Although Churchill’s family were all brave, this is no hagiography. We are told that Churchill’s son, Randolph, missed the birth of his son by his wife, Pamela, for example, because he was “in bed with the wife of an Austrian tenor, whose monocled image appeared on cigarette trading cards.” Pamela, understandably, was soon sleeping with Franklin Roosevelt’s tall, rich, and impossibly handsome envoy, Averell Harriman, about whom a female reporter told his daughter Kathleen, “For g. sake tell your father next time I have to cover his conference to wear a gas mask so’s I can concentrate on what he’s saying.""<br>Larson makes excellent use of the diary of Mary Soames, Churchill’s delightful (and morally pure) daughter, which resides at the Churchill Archives Centre at Cambridge University, meaning there is new information in this book. His work in the British National Archives has been acute and painstaking, too, and despite writing books on World War II for 30 years I learned a good deal, for instance that only four percent of Londoners used the subways as air-raid shelters, and that cooperative German P.O.W.’s were taken around the Blitzed areas to see how high British morale still was. “Prisoners saw for themselves that London was not lying in ruins as they had been led to believe,” stated one intelligence report, and the process made the P.O.W.’s more cooperative. In late 1942, a captured Luftwaffe officer told interrogators that if German intelligence reports were accurate, the R.A.F. and Allied Forces must by now have “minus 500 aircraft.”<br>Larson does fine work in countering many revisionist myths about Churchill, such as the libel that he knew about the raid on Coventry in November 1940 but deliberately did nothing to warn the city in order to protect the Ultra decrypting operation, and he similarly dismisses the various conspiracy theories about the Hess flight. For however zippy is Mr. Larson’s prose—there are 101 chapters in 608 pages—facts are sacrosanct to him.<br>Nor does this book shy away from the vile side of the Blitz: the looting and the thieving; the occasional, but thankfully isolated, outbreaks of people’s depression and defeatism; the extremely basic lavatory facilities in the subway bomb shelters; and so on. He also focuses on the vile Joseph Goebbels and Hermann Göring, and the parts they hoped to play in London’s destruction. Goebbels sent out radio messages intended to make people fear there was a large Fascist fifth column helping the Luftwaffe, for example, hoping that Londoners hunched around their radios would suspiciously ask one another, “Why did that news reader just say porridge for the sixth time?”<br>There are plenty of humorous moments in this book, too. In September 1940, King George VI and his private secretary, Alec Hardinge, were almost killed in the bombing of Buckingham Palace. “The whole thing happened in a matter of seconds,” the King wrote of the bomb blast in the quadrangle only a few yards away. “We all wondered why we weren’t dead.” Yet the police constable guarding the palace viewed it remarkably objectively, telling the Queen that it had been “a magnificent piece of bombing.”<br><br>His Finest Hours<br><br>The personality that looms over the whole book is that of Churchill himself, who was taking life-or-death decisions on virtually a daily basis. Early on he was forced to decide whether to evacuate the British Expeditionary Force from Dunkirk, and whether to send the R.A.F. across the Channel for the Battle of France, then raging, or retain it at home for the far more important Battle of Britain to come. Later on he faced equally tough choices about how to counter the daily-expected invasion. What emerges powerfully is that with him in charge, London would have been defended street by street, house by house, brick by brick. As Churchill said, the capital could have “swallowed” an entire German army, just as Stalingrad later did.<br><br>As I read this book, I kept wondering what the swelling of powerful emotion was that I felt, sometimes in an almost physical sense. (I’m a naturally undemonstrative Englishman, rarely moved by words on a printed page.) Then I realized that, as a Londoner, it was a feeling of overwhelming pride in my poor, brave, battered old city, which stood up to the very worst that Hitler could throw at it for months on end, while still somehow keeping its dignity, cheerfulness, and iron resolve not to surrender.<br><br>I’m a naturally undemonstrative Englishman, yet I had a feeling of overwhelming pride in my poor, brave, battered old city.<br>The Russians invented the excellent idea of dubbing as “hero cities” some of their metropolises, such as Leningrad and Stalingrad, that fought the Germans to the knife in World War II. Paris retained its beauty by deciding not to go down that route in 1940, but instead declared itself an “open city” to the Germans, and so retained the historical architecture and boulevards that we love today in the City of Light.<br><br>Larson expertly describes how, by total contrast, the Heinkel and Dornier bombers flattened whole districts of London, night after terrifying night for months on end, killing tens of thousands of Britons. So London lost much of its ancient built heritage, and there are still ugly scars and gouges on some of our public buildings from that terrible time. For all that Paris is far more gorgeous and elegant, I prefer my hero city.<br><br>Andrew Roberts is the author of Churchill: Walking with Destiny</span>",A Fantastic Read. But don't take my word for it,/gp/profile/amzn1.account.AHGORZ3VBXTYQTSUBUMMKAETEYCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,THOMAS LAMBE,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>ust finished an advanced reader copy of Erik Larson's latest work. Thanks to NetGalley for the copy!<br><br>I have read all of Erik Larson's previous works so I am clearly biased. He is such as wonderful writer and storyteller. His books are a complete pleasure to read. His latest is no exception to that rule! I am sucker for all Churchill stories to begin with.<br><br>I can't imagine that anyone even a. new reader of Larson's work would be anything but delighted with this one. I learned so much from this story. New sources and Erik Larson's touch make this one a must read for any WWII student.<br><br>This will be a real hit with his current fans and will win many new ones I'm certain. You will see what it was like to live in Britain at the start of the war. You will become familiar with Churchill's habits.<br><br>Highly recommend!</span>,Do not miss this!,/gp/profile/amzn1.account.AFFU5DYOE2QZFIAL6GPSLKHV4QMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Lifelong Educator,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>At first, I was overwhelmed by the book's length and smaller print.  Oh, would I ever read it? finish it?  Well, I just did and as I was getting to the end, I realized how much I was enjoying the book and how much I learned.  We all think we know a major figure like Churchill and, indeed, much of that came through.  However, details about his first year+ as Prime Minister, his family, his office entourage, and the others with whom he surrounded himself, make for a fascinating read.  Larson weaves quotes into his writing and makes it all turn out as incredibly readable prose.  There are a great many details and I have heard it called a ""textbook,"" but as there is no test or book report due, reading it as leisure reading is probably why I enjoyed it so much.</span>",The book is worth reading,/gp/profile/amzn1.account.AHGX5UXCUKRQQREJAUA6SNIW4VBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Jake,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>I never realized the length of the bombing of England, the death and destruction caused, how widespread in the country it was, and the amazing bravery of the people.<br>The Churchill portrait is also one that shared the strong connection between him and the people during this time. The parallel description of the Germans during this period gives it an exciting edginess.<br>The only thing that keeps from giving five stars is the time given to the Churchill family which I found frankly to be less than engaging and not necessary.<br>But read this book for the vivid portrait of a people under siege, most timely for all of us in these virus times.</span>",A story that resonates in these times,/gp/profile/amzn1.account.AG4KRVIZ5YYSP7R45ZRB2OWXCNDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Trish Perry,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Erik Larson is one of those nonfiction writers who can hold a fiction-reading audience firmly in his grasp, from beginning to end. The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz covers a relatively short period of time in British history, but every day is weighty and tense. As the daughter of a British mother and an American P-51 fighter pilot, I felt as if I were reading a part of their history they could never have explained so fully. Larson drives home the valor of the British people, the steadfast strength of their leaders, and the very human stories of the players behind the scenes. Highly recommended.</span>",Loved this compelling book!,/gp/profile/amzn1.account.AE3BEWSYLDQQJ665YJD6WTAXO23A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>There are volumes of information on Winston Churchill that chronicle his life. This book focuses on the first years of the blitzkrieg and him as Prime Minister. Even though we know how this war ended, the unfolding of events is an engaging read. The reader feels the urgency and weight of the difficult decision Churchill had to make. You feel the sadness and hopelessness of events out of Churchill's control, yet encouraged by his unfailing optimism. The story also contains many behind-the-scenes humor and pieces of everyday life.<br>I loved reading this and recommend its combination of history, psychology, and suspense.<br>Thank you #NetGalley and @RandomHouse for the eARC.</span>",A Splendid Read,/gp/profile/amzn1.account.AGL7BG3W45GKI6QM4MK4VRSWXFSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,A Southern Reader,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>I found this book to be totally outstanding.  Great story.  characters you cared about.  Wonderful descriptions.  Occasionally very short chapters.  ( OK.  That isn't that important, but it enhanced the flow of the book ).  If you enjoy history, especially WW II history, this book is one you should definitely check out.  I will say the bad news is the book highlights what an inspirational leader does in a crisis.  The comparison of that leadership with what we are experiencing from our current leader is not something one should dwell on too long.  Five stars all the way.  ( The book, not our current leader )</span>",Great Read for these Troubled Times,/gp/profile/amzn1.account.AEYCJ7L3CPYCHQDE27MILDXGGPLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Michael T. Feeley,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",1.0 out of 5 stars,"<span>Larson keeps going downhill and I hope he’s hit bottom now and starts writing quality books again. It’s as if he just decided to fill a book with uninteresting quotes from diaries. I learned nothing new about Churchill, but learned a lot about his daughter Mary and son Raymond, who both proved to be completely uninteresting.  Every description of a night of bombing was described so similarly that the book became torture to read.  Maybe if one knows nothing about Britain’s role from 1939-1941, this book might be interesting.  But if you’re looking for a new angle on a fascinating character, Churchill,you won’t find it here. And all those quotes from diaries seemed like a way For Larson to get his word count up without doing any homework.</span>",Tedious and not that interesting,/gp/profile/amzn1.account.AFTLZZF2YYTMI7R4LMNRG4WXPUHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Anne Janzer,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Once again Larson makes history come alive, this time choosing as his canvas the first year of Winston  Churchill's tenure as Prime Minister, during the Blitz. Military history is the background for an intimate portrait of  Churchill and those in his orbit: family members, secretaries, and ministers alike. It's a rousing story combined with a nuanced character study.<br><br>The book is a captivating tale of a  period of crisis and the remarkable person perfectly suited to handling it.<br><br>(I read an advance copy provided by the publisher through NetGalley.)</span>",I feel this is Larson's best book yet,/gp/profile/amzn1.account.AGPM3AJEPOL2YMLIKDSEM32CCKQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,D. Warfield,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>As always, Erik Larson came through again with an interesting and well-written book.<br>Another reviewer made a comment about copying and pasting entries from diaries, interviews, etc  but that is precisely why I love Erik Larson books. He does so much research and provides so much detail that I can't help but get engrossed in the history and personalities.<br>I will add that my book spine was not very sturdy either though the pages were good. No matter, I usually buy two copies anyway of my favourite books in case one goes belly up or drops in a puddle.</span>",Another fabulous read,/gp/profile/amzn1.account.AEEFQXLAQCBWK4TBDHHQDZY64VSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Richard Thompson,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",2.0 out of 5 stars,"<span>I looked forward to this book, having read the same author's ""Devil in the White City,"" ""Thunderstruck,"" ""In the Garden of Beasts"" and ""Dead Wake,"" but this one isn't a patch on his previous work. It jumps all over the place, spends a lot of time on trivia and reads like a compilation of leftover notes from some other book. Quite disappointing.</span>","Disjointed With Lots of ""So What?""",/gp/profile/amzn1.account.AHCVLFLBPB474OX43Z2N3Y5HEXEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Bartok,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",1.0 out of 5 stars,"<span>""The Splendid and the Vile"" started out strong, chronicling Churhill's first days in office. Also, the author kept strict chronological order giving specific dates at every turn; a technique more historians should follow as it dramatically aids comprehension. Unfortunately the book became very repetitive as England struggled for over a year with constant bombing raids. Perhaps if the author had focused more on the amazing successes of the RAF or had more detailed information on the vast support from the U.S., the book would not have faltered. By the end, excessive trivia and repetition defeated all interest in Churchill's family, friends and working relationships.</span>",Ended with a thud...,/gp/profile/amzn1.account.AGHEGONQJ4DLELQ2TMLSQL2FMKSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Angela,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>A wonderful book about the first year of the war in the UK - or to be more exact, during Churchill's first year as PM.  This book is centered in Churchill and his close circle (family and friends) rather than the war as a whole - both topics are intertwined though, being Churchill PM and having placed some of his friends at the top echelons of the British government.  It offers little insight into the German side of the war but there is a lot about the RAF and the bombings in London and the fight in the skies.  Well research and reads easily.</span>",Great book about the first year of Churchill as PM during WWII,/gp/profile/amzn1.account.AFOFI3D2MQNJXFDONBEBXIXMCUQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,"David ""Hygge""  K.",https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>Very good book for the day to day coverage of Churchill's first year (approx) as PM.  a few ""nits order of you have got to be to be kidding: NO mention of Bertram Ramsay who conceived of, and managed the Dunkirk evacuation;  did not give Dowding near enough credit for the BoB victory, heck no credit at all really.  He conceived of and operationalized the whole defense system: radar, controllers, etc. and managed his forces brilliantly.  He should be standing next to Nelson on top of TS.;  and no mention of the sinking of the Bismark and loss of the Hood; -referred to the BF109 as the ME109 (rookie error),</span>",very good book but a few oversights and issues,/gp/profile/amzn1.account.AFNFXUPWPFZHPZADBS6VGXAOUEBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,MarkInCalifornia,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Fascinating and very well written. Such a timely story, given the challenges that america faces today. An intimate window into what a truly great leader is capable of in times of crisis. The book takes you back to day to day life in london during one of its darkest periods. You get to know Winston Churchill not only as the incredible, unifying leader that he was, but also as a husband, father, and citizen.<br>America could really use a Winston Churchill-type leader right now. Read this and you'll truly understand why.<br><br>Fantastic book.</span>",Fantastic and very timely,/gp/profile/amzn1.account.AGCLHA3JSZEHBPUOZZXYGI5TCALQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,jrs3155,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>This is a very dense book, packing a lot into the story of the first year of Churchill's reign as prime minister and the start of the War against Germany and Great Britain. There are quite a few characters to keep track of, a lot of British government folk I didn't know much about before now. I really liked how Larson added quite a bit from personal diaries, in particular Mary Churchill (their youngest child) and the Mass Observation diaries kept by regular Brits during the war. Another good book with solid historical detail.</span>",Another solid read by Larson,/gp/profile/amzn1.account.AG3FORDYJAQA2LHP7D3MAOVMJABQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Nelda Brangwin,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>You can find many more knowledgeable reviews about this than mine. Most of what I learned before this book about Churchill and the Blitz came from novels. But here is something I can tell you. I started reading the book out loud to my husband during the Beginning Note to the Reader and I didn’t stop.  There is so much interesting information. If you love WWII English fiction, read this book. Larson’s writing often feels like fiction, but it is a non-fiction book. It may be one of the best books I read in 2020.</span>",Excellent history lesson,/gp/profile/amzn1.account.AGPZ7FAIMZQ32YCY7N7DLNMGLAGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,James Macdonald,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,"<span>I am a major fan of Larson’s books and enjoy his focus on the personal In major historical events.  My two regrets are The lack of photos and the lack of any full speeches or radio broadcasts.  Photos would have brought certainly relatively unknown characters to life.  Larson gives us nicely paraphrased summaries and key snippets from major speeches, but at least one full quote would have helped.  I note that, at he end of the Audible version, we hear the recording if Winston’s Xmas speech during his 1941 trip to meet with FDR in DC.  Great addition!</span>",Disappointed with no photos and no full speeches,/gp/profile/amzn1.account.AGCVEYGCRP3KAUS6OMMH4GQ2TPXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,N.,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>This is a very engaging and compelling examination of Great Britain's role as the last line of defense against Hitler's Nazi Germany, with a particular focus on Winston Churchill, his family, and his professional inner circle.  In this book, Larson focuses on a pivotal twelve-month period (May 1940 to May 1941); this narrow focus enables him to delve more fully into the idiosyncrasies and human frailties of the principal decision-makers and those around them.  Ironically, by demythologizing Churchill, his family, and his coterie of advisors and confidants, he ends up pointing up their extraordinary courage, persistence, prudence, and pragmatism--virtues which persist despite the fact that these were human beings under immense pressure.<br><br>The fact that this book presents Churchill and others as fully-drawn characters also makes the work compellingly readable--this is most certainly not a dry tome of mere dates, death tolls, or technical minutia.  My only critique of the book is that there occasionally seemed to be too much detail on tertiary and quaternary characters, but in many cases they eventually ended up being tied back into the main narrative thread, so the attention was mostly justified even though the story seems to wander a bit afield at times.<br><br>If readers are looking for a comprehensive history of World War II, or even of England's role in World War II, they will likely be disappointed, but readers seeking a focused window into the personality, thinking and decision-making processes, virtues, and idiosyncrasies of Winston Churchill and those around him will find this an engaging, fascinating, and absorbing read.</span>",Great Read,/gp/profile/amzn1.account.AEAHBVP5LCWNDWU4J73W2YFHF4EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Usman,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>I'm a big Larson fan and a WW2 nerd, so I had high expectations for this book. Absolutely loved it though. It is fascinating to read about the almost daily life of England's fearless leader in Churchill during one of the most stressful/horrific periods in British history - the German Blitz of 1940/41.<br><br>I appreciate that Larson spends almost as much time on the characters surrounding Churchill - including his daughter, wife, son, and children-in-law. Also plenty of great stories about his cabinet, closest advisers, friends, and others who were close to the PM during this time. The little stories Larson is able to pull from journals, other biographies and documentation are so wonderful and telling - they reveal the quirky and endearing, but more often than not, the overpowering and commanding personality of Churchill.<br><br>In my opinion, other than DitWC, this is likely Larson's best work so far.</span>",Brilliantly researched (as always) and compelling story at a human level,/gp/profile/amzn1.account.AFVXW75NDNEZ7PKNZI2NJCHOEFTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,NC,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>Extraordinary! I've added all the rest of Erik Larson's books to my list. He is a wonderful storyteller. I found myself really looking forward to any minute I could steal to read this. A fascinating look at Churchill's first year as Prime Minister. Certainly put my problems in perspective! Very well researched and yet very entertaining. A real page turner. I'm sorry it ended. I am ever so grateful to have received an advance copy in exchange for my honest review.</span>,Extraordinary!,/gp/profile/amzn1.account.AHAVIAWU4UXK7CNP7MYPK4JTC36Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
2,Bobby D,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>Erik Larson is a great historical non fiction writer and this book is a perfect example of that.  The Splendid And The Vile is a real page turner about a subject that is well known to most of us.</span>,Page Turner,/gp/profile/amzn1.account.AFMZELE2IZLUQFL7WPWDK5Z3HDRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,<span>A fact filled account of UK life and leadership of Churchill. Anecdotes and stories from supporting characters share the drama and day to day challenges of life during the blitz from the carnage and destruction to how the upper classes of être dined and danced the night away during the blitz.<br>Very well researched and documented. Is an extraordinarily detailed look at how the Brits fought back against overwhelming odds. Highly recommend this book.</span>,Fascinating Read About WW 2,/gp/profile/amzn1.account.AGJIXAFXXTNUX624TAXYQXBYCWGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Kindle Customer,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>Once again Erik Larson makes you feel you were you were actually there, experiencing Churchhill's finest hour as he leads his people during the darkest hours of WW2. The incredible resilience of the English people, especially residents of London during relentless bombing attacks is courageously depicted. Churchill is revealed as reveling in leading his country in such a difficult time, while humbled by the faith his people<br>Have in him.And the Battle of Britain is ultimately won by the Royal Air Force, which denies Hitler the air superiority he needed for an invasion.</span>",A  leader for the ages,/gp/profile/amzn1.account.AH6KY3WKPCSRGVGUX64RAD57PO6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,DaveF,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",5.0 out of 5 stars,"<span>'The Splendid and the Vile"" by Erik Larson is a marvelous book! Larson captures the tenor and urgency of 194o/41 in Great Britain about as well as one can. Seen through the eyes of Winston Churchill, his family, key members of his staff and government; as well as a few key German foes, Larson portrays one of the most important times of the twentieth century. The characters and story jump to life in this book and I cannot recommend it enough!</span>",Critical history brought vividly to life!,/gp/profile/amzn1.account.AE67OIII4W74CWC5TSHQVUMMRSGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,P. Golden,https://www.amazon.com/Splendid-Vile-Churchill-Family-Defiance/dp/0385348711/ref=zg_bs_books_23?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4.0 out of 5 stars,<span>This account of Churchill’s first year as Prime Minister makes extensive use of diary entries of the various participants surrounding him. It makes one wonder what future historians will glean of our times with the vast amount of digital data we generate.<br><br>My only criticism of the book is that in the afterword where the author details the later lives of the various participants he neglects to tell us what happened to Nelson.</span>,Excellent account that puts you in London during the Blitz,/gp/profile/amzn1.account.AGGUZPIDWISUDX7O6I3NPPZUTTUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
